Video,Frame_number,Timestamp,Kermit,Pigs,Miss Piggy,Cook,StatlerWaldorf,Rowlf the Dog,Fozzie Bear
211,84,00:03.36,0,0,0,0,0,0,0
211,85,00:03.40,0,0,0,0,0,0,0
211,86,00:03.44,0,0,0,0,0,0,0
211,87,00:03.48,0,0,0,0,0,0,0
211,88,00:03.52,0,0,0,0,0,0,0
211,89,00:03.56,0,0,0,0,0,0,0
211,90,00:03.60,0,0,0,0,0,0,0
211,91,00:03.64,0,0,0,0,0,0,0
211,92,00:03.68,0,0,0,0,0,0,0
211,93,00:03.72,0,0,0,0,0,0,0
211,94,00:03.76,0,0,0,0,0,0,0
211,95,00:03.80,0,0,0,0,0,0,0
211,96,00:03.84,0,0,0,0,0,0,0
211,97,00:03.88,0,0,0,0,0,0,0
211,98,00:03.92,0,0,0,0,0,0,0
211,99,00:03.96,0,0,0,0,0,0,0
211,100,00:04.00,0,0,0,0,0,0,0
211,101,00:04.04,0,0,0,0,0,0,0
211,102,00:04.08,0,0,0,0,0,0,0
211,103,00:04.12,0,0,0,0,0,0,0
211,104,00:04.16,0,0,0,0,0,0,0
211,105,00:04.20,0,0,0,0,0,0,0
211,106,00:04.24,0,0,0,0,0,0,0
211,107,00:04.28,0,0,0,0,0,0,0
211,108,00:04.32,0,0,0,0,0,0,0
211,109,00:04.36,0,0,0,0,0,0,0
211,110,00:04.40,0,0,0,0,0,0,0
211,111,00:04.44,0,0,0,0,0,0,0
211,112,00:04.48,0,0,0,0,0,0,0
211,113,00:04.52,0,0,0,0,0,0,0
211,114,00:04.56,0,0,0,0,0,0,0
211,115,00:04.60,0,0,0,0,0,0,0
211,116,00:04.64,0,0,0,0,0,0,0
211,117,00:04.68,0,0,0,0,0,0,0
211,118,00:04.72,0,0,0,0,0,0,0
211,119,00:04.76,0,0,0,0,0,0,0
211,120,00:04.80,0,0,0,0,0,0,0
211,121,00:04.84,0,0,0,0,0,0,0
211,122,00:04.88,0,0,0,0,0,0,0
211,123,00:04.92,0,0,0,0,0,0,0
211,124,00:04.96,0,0,0,0,0,0,0
211,125,00:05.00,0,0,0,0,0,0,0
211,126,00:05.04,0,0,0,0,0,0,0
211,127,00:05.08,0,0,0,0,0,0,0
211,128,00:05.12,0,0,0,0,0,0,0
211,129,00:05.16,0,0,0,0,0,0,0
211,130,00:05.20,0,0,0,0,0,0,0
211,131,00:05.24,0,0,0,0,0,0,0
211,132,00:05.28,0,0,0,0,0,0,0
211,133,00:05.32,0,0,0,0,0,0,0
211,134,00:05.36,0,0,0,0,0,0,0
211,135,00:05.40,0,0,0,0,0,0,0
211,136,00:05.44,0,0,0,0,0,0,0
211,137,00:05.48,0,0,0,0,0,0,0
211,138,00:05.52,0,0,0,0,0,0,0
211,139,00:05.56,0,0,0,0,0,0,0
211,140,00:05.60,0,0,0,0,0,0,0
211,141,00:05.64,0,0,0,0,0,0,0
211,142,00:05.68,0,0,0,0,0,0,0
211,143,00:05.72,0,0,0,0,0,0,0
211,144,00:05.76,0,0,0,0,0,0,0
211,145,00:05.80,0,0,0,0,0,0,0
211,146,00:05.84,0,0,0,0,0,0,0
211,147,00:05.88,0,0,0,0,0,0,0
211,148,00:05.92,0,0,0,0,0,0,0
211,149,00:05.96,0,0,0,0,0,0,0
211,150,00:06.00,0,0,0,0,0,0,0
211,151,00:06.04,0,0,0,0,0,0,0
211,152,00:06.08,0,0,0,0,0,0,0
211,153,00:06.12,0,0,0,0,0,0,0
211,154,00:06.16,0,0,0,0,0,0,0
211,155,00:06.20,0,0,0,0,0,0,0
211,156,00:06.24,0,0,0,0,0,0,0
211,157,00:06.28,0,0,0,0,0,0,0
211,158,00:06.32,0,0,0,0,0,0,0
211,159,00:06.36,0,0,0,0,0,0,0
211,160,00:06.40,0,0,0,0,0,0,0
211,161,00:06.44,0,0,0,0,0,0,0
211,162,00:06.48,0,0,0,0,0,0,0
211,163,00:06.52,0,0,0,0,0,0,0
211,164,00:06.56,0,0,0,0,0,0,0
211,165,00:06.60,0,0,0,0,0,0,0
211,166,00:06.64,0,0,0,0,0,0,0
211,167,00:06.68,0,0,0,0,0,0,0
211,168,00:06.72,0,0,0,0,0,0,0
211,169,00:06.76,0,0,0,0,0,0,0
211,170,00:06.80,0,0,0,0,0,0,0
211,171,00:06.84,0,0,0,0,0,0,0
211,172,00:06.88,0,0,0,0,0,0,0
211,173,00:06.92,0,0,0,0,0,0,0
211,174,00:06.96,0,0,0,0,0,0,0
211,175,00:07.00,0,0,0,0,0,0,0
211,176,00:07.04,0,0,0,0,0,0,0
211,177,00:07.08,0,0,0,0,0,0,0
211,178,00:07.12,0,0,0,0,0,0,0
211,179,00:07.16,0,0,0,0,0,0,0
211,180,00:07.20,0,0,0,0,0,0,0
211,181,00:07.24,0,0,0,0,0,0,0
211,182,00:07.28,0,0,0,0,0,0,0
211,183,00:07.32,0,0,0,0,0,0,0
211,184,00:07.36,0,0,0,0,0,0,0
211,185,00:07.40,0,0,0,0,0,0,0
211,186,00:07.44,0,0,0,0,0,0,0
211,187,00:07.48,0,0,0,0,0,0,0
211,188,00:07.52,0,0,0,0,0,0,0
211,189,00:07.56,0,0,0,0,0,0,0
211,190,00:07.60,0,0,0,0,0,0,0
211,191,00:07.64,0,0,0,0,0,0,0
211,192,00:07.68,0,0,0,0,0,0,0
211,193,00:07.72,0,0,0,0,0,0,0
211,194,00:07.76,0,0,0,0,0,0,0
211,195,00:07.80,0,0,0,0,0,0,0
211,196,00:07.84,0,0,0,0,0,0,0
211,197,00:07.88,0,0,0,0,0,0,0
211,198,00:07.92,0,0,0,0,0,0,0
211,199,00:07.96,0,0,0,0,0,0,0
211,200,00:08.00,0,0,0,0,0,0,0
211,201,00:08.04,0,0,0,0,0,0,0
211,202,00:08.08,0,0,0,0,0,0,0
211,203,00:08.12,0,0,0,0,0,0,0
211,204,00:08.16,0,0,0,0,0,0,0
211,205,00:08.20,0,0,0,0,0,0,0
211,206,00:08.24,0,0,0,0,0,0,0
211,207,00:08.28,0,0,0,0,0,0,0
211,208,00:08.32,0,0,0,0,0,0,0
211,209,00:08.36,0,0,0,0,0,0,0
211,210,00:08.40,0,0,0,0,0,0,0
211,211,00:08.44,0,0,0,0,0,0,0
211,212,00:08.48,0,0,0,0,0,0,0
211,213,00:08.52,0,0,0,0,0,0,0
211,214,00:08.56,0,0,0,0,0,0,0
211,215,00:08.60,0,0,0,0,0,0,0
211,216,00:08.64,0,0,0,0,0,0,0
211,217,00:08.68,0,0,0,0,0,0,0
211,218,00:08.72,0,0,0,0,0,0,0
211,219,00:08.76,0,0,0,0,0,0,0
211,220,00:08.80,0,0,0,0,0,0,0
211,221,00:08.84,0,0,0,0,0,0,0
211,222,00:08.88,0,0,0,0,0,0,0
211,223,00:08.92,0,0,0,0,0,0,0
211,224,00:08.96,0,0,0,0,0,0,0
211,225,00:09.00,0,0,0,0,0,0,0
211,226,00:09.04,0,0,0,0,0,0,0
211,227,00:09.08,0,0,0,0,0,0,0
211,228,00:09.12,0,0,0,0,0,0,0
211,229,00:09.16,0,0,0,0,0,0,0
211,230,00:09.20,0,0,0,0,0,0,0
211,231,00:09.24,0,0,0,0,0,0,0
211,232,00:09.28,0,0,0,0,0,0,0
211,233,00:09.32,0,0,0,0,0,0,0
211,234,00:09.36,0,0,0,0,0,0,0
211,235,00:09.40,0,0,0,0,0,0,0
211,236,00:09.44,0,0,0,0,0,0,0
211,237,00:09.48,0,0,0,0,0,0,0
211,238,00:09.52,0,0,0,0,0,0,0
211,239,00:09.56,0,0,0,0,0,0,0
211,240,00:09.60,0,0,0,0,0,0,0
211,241,00:09.64,0,0,0,0,0,0,0
211,242,00:09.68,0,0,0,0,0,0,0
211,243,00:09.72,0,0,0,0,0,0,0
211,244,00:09.76,0,0,0,0,0,0,0
211,245,00:09.80,0,0,0,0,0,0,0
211,246,00:09.84,0,0,0,0,0,0,0
211,247,00:09.88,0,0,0,0,0,0,0
211,248,00:09.92,0,0,0,0,0,0,0
211,249,00:09.96,0,0,0,0,0,0,0
211,250,00:10.00,0,0,0,0,0,0,0
211,251,00:10.04,0,0,0,0,0,0,0
211,252,00:10.08,0,0,0,0,0,0,0
211,253,00:10.12,0,0,0,0,0,0,0
211,254,00:10.16,0,0,0,0,0,0,0
211,255,00:10.20,0,0,0,0,0,0,0
211,256,00:10.24,0,0,0,0,0,0,0
211,257,00:10.28,0,0,0,0,0,0,0
211,258,00:10.32,0,0,0,0,0,0,0
211,259,00:10.36,0,0,0,0,0,0,0
211,260,00:10.40,0,0,0,0,0,0,0
211,261,00:10.44,0,0,0,0,0,0,0
211,262,00:10.48,0,0,0,0,0,0,0
211,263,00:10.52,0,0,0,0,0,0,0
211,264,00:10.56,0,0,0,0,0,0,0
211,265,00:10.60,0,0,0,0,0,0,0
211,266,00:10.64,0,0,0,0,0,0,0
211,267,00:10.68,0,0,0,0,0,0,0
211,268,00:10.72,0,0,0,0,0,0,0
211,269,00:10.76,0,0,0,0,0,0,0
211,270,00:10.80,0,0,0,0,0,0,0
211,271,00:10.84,0,0,0,0,0,0,0
211,272,00:10.88,0,0,0,0,0,0,0
211,273,00:10.92,0,0,0,0,0,0,0
211,274,00:10.96,0,0,0,0,0,0,0
211,275,00:11.00,0,0,0,0,0,0,0
211,276,00:11.04,0,0,0,0,0,0,0
211,277,00:11.08,0,0,0,0,0,0,0
211,278,00:11.12,0,0,0,0,0,0,0
211,279,00:11.16,0,0,0,0,0,0,0
211,280,00:11.20,0,0,0,0,0,0,0
211,281,00:11.24,0,0,0,0,0,0,0
211,282,00:11.28,0,0,0,0,0,0,0
211,283,00:11.32,0,0,0,0,0,0,0
211,284,00:11.36,0,0,0,0,0,0,0
211,285,00:11.40,0,0,0,0,0,0,0
211,286,00:11.44,0,0,0,0,0,0,0
211,287,00:11.48,0,0,0,0,0,0,0
211,288,00:11.52,0,0,0,0,0,0,0
211,289,00:11.56,0,0,0,0,0,0,0
211,290,00:11.60,0,0,0,0,0,0,0
211,291,00:11.64,0,0,0,0,0,0,0
211,292,00:11.68,0,0,0,0,0,0,0
211,293,00:11.72,0,0,0,0,0,0,0
211,294,00:11.76,0,0,0,0,0,0,0
211,295,00:11.80,0,0,0,0,0,0,0
211,296,00:11.84,0,0,0,0,0,0,0
211,297,00:11.88,0,0,0,0,0,0,0
211,298,00:11.92,0,0,0,0,0,0,0
211,299,00:11.96,0,0,0,0,0,0,0
211,300,00:12.00,0,0,0,0,0,0,0
211,301,00:12.04,0,0,0,0,0,0,0
211,302,00:12.08,0,0,0,0,0,0,0
211,303,00:12.12,0,0,0,0,0,0,0
211,304,00:12.16,0,0,0,0,0,0,0
211,305,00:12.20,0,0,0,0,0,0,0
211,306,00:12.24,0,0,0,0,0,0,0
211,307,00:12.28,0,0,0,0,0,0,0
211,308,00:12.32,0,0,0,0,0,0,0
211,309,00:12.36,0,0,0,0,0,0,0
211,310,00:12.40,0,0,0,0,0,0,0
211,311,00:12.44,0,0,0,0,0,0,0
211,312,00:12.48,0,0,0,0,0,0,0
211,313,00:12.52,0,0,0,0,0,0,0
211,314,00:12.56,0,0,0,0,0,0,0
211,315,00:12.60,0,0,0,0,0,0,0
211,316,00:12.64,0,0,0,0,0,0,0
211,317,00:12.68,0,0,0,0,0,0,0
211,318,00:12.72,0,0,0,0,0,0,0
211,319,00:12.76,0,0,0,0,0,0,0
211,320,00:12.80,0,0,0,0,0,0,0
211,321,00:12.84,0,0,0,0,0,0,0
211,322,00:12.88,0,0,0,0,0,0,0
211,323,00:12.92,0,0,0,0,0,0,0
211,324,00:12.96,0,0,0,0,0,0,0
211,325,00:13.00,0,0,0,0,0,0,0
211,326,00:13.04,0,0,0,0,0,0,0
211,327,00:13.08,0,0,0,0,0,0,0
211,328,00:13.12,0,0,0,0,0,0,0
211,329,00:13.16,0,0,0,0,0,0,0
211,330,00:13.20,0,0,0,0,0,0,0
211,331,00:13.24,0,0,0,0,0,0,0
211,332,00:13.28,0,0,0,0,0,0,0
211,333,00:13.32,0,0,0,0,0,0,0
211,334,00:13.36,0,0,0,0,0,0,0
211,335,00:13.40,0,0,0,0,0,0,0
211,336,00:13.44,0,0,0,0,0,0,0
211,337,00:13.48,0,0,0,0,0,0,0
211,338,00:13.52,0,0,0,0,0,0,0
211,339,00:13.56,0,0,0,0,0,0,0
211,340,00:13.60,0,0,0,0,0,0,0
211,341,00:13.64,0,0,0,0,0,0,0
211,342,00:13.68,0,0,0,0,0,0,0
211,343,00:13.72,0,0,0,0,0,0,0
211,344,00:13.76,0,0,0,0,0,0,0
211,345,00:13.80,0,0,0,0,0,0,0
211,346,00:13.84,0,0,0,0,0,0,0
211,347,00:13.88,0,0,0,0,0,0,0
211,348,00:13.92,0,0,0,0,0,0,0
211,349,00:13.96,0,0,0,0,0,0,0
211,350,00:14.00,0,0,0,0,0,0,0
211,351,00:14.04,0,0,0,0,0,0,0
211,352,00:14.08,0,0,0,0,0,0,0
211,353,00:14.12,0,0,0,0,0,0,0
211,354,00:14.16,0,0,0,0,0,0,0
211,355,00:14.20,0,0,0,0,0,0,0
211,356,00:14.24,0,0,0,0,0,0,0
211,357,00:14.28,0,0,0,0,0,0,0
211,358,00:14.32,0,0,0,0,0,0,0
211,359,00:14.36,0,0,0,0,0,0,0
211,360,00:14.40,0,0,0,0,0,0,0
211,361,00:14.44,0,0,0,0,0,0,0
211,362,00:14.48,0,0,0,0,0,0,0
211,363,00:14.52,0,0,0,0,0,0,0
211,364,00:14.56,0,0,0,0,0,0,0
211,365,00:14.60,0,0,0,0,0,0,0
211,366,00:14.64,0,0,0,0,0,0,0
211,367,00:14.68,0,0,0,0,0,0,0
211,368,00:14.72,0,0,0,0,0,0,0
211,369,00:14.76,0,0,0,0,0,0,0
211,370,00:14.80,0,0,0,0,0,0,0
211,371,00:14.84,0,0,0,0,0,0,0
211,372,00:14.88,0,0,0,0,0,0,0
211,373,00:14.92,0,0,0,0,0,0,0
211,374,00:14.96,0,0,0,0,0,0,0
211,375,00:15.00,0,0,0,0,0,0,0
211,376,00:15.04,0,0,0,0,0,0,0
211,377,00:15.08,0,0,0,0,0,0,0
211,378,00:15.12,0,0,0,0,0,0,0
211,379,00:15.16,0,0,0,0,0,0,0
211,380,00:15.20,0,0,0,0,0,0,0
211,381,00:15.24,0,0,0,0,0,0,0
211,382,00:15.28,0,0,0,0,0,0,0
211,383,00:15.32,0,0,0,0,0,0,0
211,384,00:15.36,0,0,0,0,0,0,0
211,385,00:15.40,0,0,0,0,0,0,0
211,386,00:15.44,0,0,0,0,0,0,0
211,387,00:15.48,0,0,0,0,0,0,0
211,388,00:15.52,0,0,0,0,0,0,0
211,389,00:15.56,0,0,0,0,0,0,0
211,390,00:15.60,0,0,0,0,0,0,0
211,391,00:15.64,0,0,0,0,0,0,0
211,392,00:15.68,0,0,0,0,0,0,0
211,393,00:15.72,0,0,0,0,0,0,0
211,394,00:15.76,0,0,0,0,0,0,0
211,395,00:15.80,0,0,0,0,0,0,0
211,396,00:15.84,0,0,0,0,0,0,0
211,397,00:15.88,0,0,0,0,0,0,0
211,398,00:15.92,0,0,0,0,0,0,0
211,399,00:15.96,0,0,0,0,0,0,0
211,400,00:16.00,0,0,0,0,0,0,0
211,401,00:16.04,0,0,0,0,0,0,0
211,402,00:16.08,0,0,0,0,0,0,0
211,403,00:16.12,0,0,0,0,0,0,0
211,404,00:16.16,0,0,0,0,0,0,0
211,405,00:16.20,0,0,0,0,0,0,0
211,406,00:16.24,0,0,0,0,0,0,0
211,407,00:16.28,0,0,0,0,0,0,0
211,408,00:16.32,0,0,0,0,0,0,0
211,409,00:16.36,0,0,0,0,0,0,0
211,410,00:16.40,0,0,0,0,0,0,0
211,411,00:16.44,0,0,0,0,0,0,0
211,412,00:16.48,0,0,0,0,0,0,0
211,413,00:16.52,0,0,0,0,0,0,0
211,414,00:16.56,0,0,0,0,0,0,0
211,415,00:16.60,0,0,0,0,0,0,0
211,416,00:16.64,0,0,0,0,0,0,0
211,417,00:16.68,0,0,0,0,0,0,0
211,418,00:16.72,0,0,0,0,0,0,0
211,419,00:16.76,0,0,0,0,0,0,0
211,420,00:16.80,0,0,0,0,0,0,0
211,421,00:16.84,0,0,0,0,0,0,0
211,422,00:16.88,0,0,0,0,0,0,0
211,423,00:16.92,0,0,0,0,0,0,0
211,424,00:16.96,0,0,0,0,0,0,0
211,425,00:17.00,0,0,0,0,0,0,0
211,426,00:17.04,0,0,0,0,0,0,0
211,427,00:17.08,0,0,0,0,0,0,0
211,428,00:17.12,0,0,0,0,0,0,0
211,429,00:17.16,0,0,0,0,0,0,0
211,430,00:17.20,0,0,0,0,0,0,0
211,431,00:17.24,0,0,0,0,0,0,0
211,432,00:17.28,0,0,0,0,0,0,0
211,433,00:17.32,0,0,0,0,0,0,0
211,434,00:17.36,0,0,0,0,0,0,0
211,435,00:17.40,0,0,0,0,0,0,0
211,436,00:17.44,0,0,0,0,0,0,0
211,437,00:17.48,0,0,0,0,0,0,0
211,438,00:17.52,0,0,0,0,0,0,0
211,439,00:17.56,0,0,0,0,0,0,0
211,440,00:17.60,0,0,0,0,0,0,0
211,441,00:17.64,0,0,0,0,0,0,0
211,442,00:17.68,0,0,0,0,0,0,0
211,443,00:17.72,0,0,0,0,0,0,0
211,444,00:17.76,0,0,0,0,0,0,0
211,445,00:17.80,0,0,0,0,0,0,0
211,446,00:17.84,0,0,0,0,0,0,0
211,447,00:17.88,0,0,0,0,0,0,0
211,448,00:17.92,0,0,0,0,0,0,0
211,449,00:17.96,0,0,0,0,0,0,0
211,450,00:18.00,0,0,0,0,0,0,0
211,451,00:18.04,0,0,0,0,0,0,0
211,452,00:18.08,0,0,0,0,0,0,0
211,453,00:18.12,0,0,0,0,0,0,0
211,454,00:18.16,0,0,0,0,0,0,0
211,455,00:18.20,0,0,0,0,0,0,0
211,456,00:18.24,0,0,0,0,0,0,0
211,457,00:18.28,0,0,0,0,0,0,0
211,458,00:18.32,0,0,0,0,0,0,0
211,459,00:18.36,0,0,0,0,0,0,0
211,460,00:18.40,0,0,0,0,0,0,0
211,461,00:18.44,0,0,0,0,0,0,0
211,462,00:18.48,0,0,0,0,0,0,0
211,463,00:18.52,0,0,0,0,0,0,0
211,464,00:18.56,0,0,0,0,0,0,0
211,465,00:18.60,0,0,0,0,0,0,0
211,466,00:18.64,0,0,0,0,0,0,0
211,467,00:18.68,0,0,0,0,0,0,0
211,468,00:18.72,0,0,0,0,0,0,0
211,469,00:18.76,0,0,0,0,0,0,0
211,470,00:18.80,0,0,0,0,0,0,0
211,471,00:18.84,0,0,0,0,0,0,0
211,472,00:18.88,0,0,0,0,0,0,0
211,473,00:18.92,0,0,0,0,0,0,0
211,474,00:18.96,0,0,0,0,0,0,0
211,475,00:19.00,0,0,0,0,0,0,0
211,476,00:19.04,0,0,0,0,0,0,0
211,477,00:19.08,0,0,0,0,0,0,0
211,478,00:19.12,0,0,0,0,0,0,0
211,479,00:19.16,0,0,0,0,0,0,0
211,480,00:19.20,0,0,0,0,0,0,0
211,481,00:19.24,0,0,0,0,0,0,0
211,482,00:19.28,0,0,0,0,0,0,0
211,483,00:19.32,0,0,0,0,0,0,0
211,484,00:19.36,0,0,0,0,0,0,0
211,485,00:19.40,0,0,0,0,0,0,0
211,486,00:19.44,0,0,0,0,0,0,0
211,487,00:19.48,0,0,0,0,0,0,0
211,488,00:19.52,0,0,0,0,0,0,0
211,489,00:19.56,0,0,0,0,0,0,0
211,490,00:19.60,0,0,0,0,0,0,0
211,491,00:19.64,0,0,0,0,0,0,0
211,492,00:19.68,0,0,0,0,0,0,0
211,493,00:19.72,0,0,0,0,0,0,0
211,494,00:19.76,0,0,0,0,0,0,0
211,495,00:19.80,0,0,0,0,0,0,0
211,496,00:19.84,0,0,0,0,0,0,0
211,497,00:19.88,0,0,0,0,0,0,0
211,498,00:19.92,0,0,0,0,0,0,0
211,499,00:19.96,0,0,0,0,0,0,0
211,500,00:20.00,0,0,0,0,0,0,0
211,501,00:20.04,0,0,0,0,0,0,0
211,502,00:20.08,0,0,0,0,0,0,0
211,503,00:20.12,0,0,0,0,0,0,0
211,504,00:20.16,0,0,0,0,0,0,0
211,505,00:20.20,0,0,0,0,0,0,0
211,506,00:20.24,0,0,0,0,0,0,0
211,507,00:20.28,0,0,0,0,0,0,0
211,508,00:20.32,0,0,0,0,0,0,0
211,509,00:20.36,0,0,0,0,0,0,0
211,510,00:20.40,0,0,0,0,0,0,0
211,511,00:20.44,0,0,0,0,0,0,0
211,512,00:20.48,0,0,0,0,0,0,0
211,513,00:20.52,0,0,0,0,0,0,0
211,514,00:20.56,0,0,0,0,0,0,0
211,515,00:20.60,0,0,0,0,0,0,0
211,516,00:20.64,0,0,0,0,0,0,0
211,517,00:20.68,0,0,0,0,0,0,0
211,518,00:20.72,0,0,0,0,0,0,0
211,519,00:20.76,0,0,0,0,0,0,0
211,520,00:20.80,0,0,0,0,0,0,0
211,521,00:20.84,0,0,0,0,0,0,0
211,522,00:20.88,0,0,0,0,0,0,0
211,523,00:20.92,0,0,0,0,0,0,0
211,524,00:20.96,0,0,0,0,0,0,0
211,525,00:21.00,0,0,0,0,0,0,0
211,526,00:21.04,0,0,0,0,0,0,0
211,527,00:21.08,0,0,0,0,0,0,0
211,528,00:21.12,0,0,0,0,0,0,0
211,529,00:21.16,0,0,0,0,0,0,0
211,530,00:21.20,0,0,0,0,0,0,0
211,531,00:21.24,0,0,0,0,0,0,0
211,532,00:21.28,0,0,0,0,0,0,0
211,533,00:21.32,0,0,0,0,0,0,0
211,534,00:21.36,0,0,0,0,0,0,0
211,535,00:21.40,0,0,0,0,0,0,0
211,536,00:21.44,0,0,0,0,0,0,0
211,537,00:21.48,0,0,0,0,0,0,0
211,538,00:21.52,0,0,0,0,0,0,0
211,539,00:21.56,0,0,0,0,0,0,0
211,540,00:21.60,0,0,0,0,0,0,0
211,541,00:21.64,0,0,0,0,0,0,0
211,542,00:21.68,0,0,0,0,0,0,0
211,543,00:21.72,0,0,0,0,0,0,0
211,544,00:21.76,0,0,0,0,0,0,0
211,545,00:21.80,0,0,0,0,0,0,0
211,546,00:21.84,0,0,0,0,0,0,0
211,547,00:21.88,0,0,0,0,0,0,0
211,548,00:21.92,0,0,0,0,0,0,0
211,549,00:21.96,0,0,0,0,0,0,0
211,550,00:22.00,0,0,0,0,0,0,0
211,551,00:22.04,0,0,0,0,0,0,0
211,552,00:22.08,0,0,0,0,0,0,0
211,553,00:22.12,0,0,0,0,0,0,0
211,554,00:22.16,0,0,0,0,0,0,0
211,555,00:22.20,0,0,0,0,0,0,0
211,556,00:22.24,0,0,0,0,0,0,0
211,557,00:22.28,0,0,0,0,0,0,0
211,558,00:22.32,0,0,0,0,0,0,0
211,559,00:22.36,0,0,0,0,0,0,0
211,560,00:22.40,0,0,0,0,0,0,0
211,561,00:22.44,0,0,0,0,0,0,0
211,562,00:22.48,0,0,0,0,0,0,0
211,563,00:22.52,0,0,0,0,0,0,0
211,564,00:22.56,0,0,0,0,0,0,0
211,565,00:22.60,0,0,0,0,0,0,0
211,566,00:22.64,0,0,0,0,0,0,0
211,567,00:22.68,0,0,0,0,0,0,0
211,568,00:22.72,0,0,0,0,0,0,0
211,569,00:22.76,0,0,0,0,0,0,0
211,570,00:22.80,0,0,0,0,0,0,0
211,571,00:22.84,0,0,0,0,0,0,0
211,572,00:22.88,0,0,0,0,0,0,0
211,573,00:22.92,0,0,0,0,0,0,0
211,574,00:22.96,0,0,0,0,0,0,0
211,575,00:23.00,0,0,0,0,0,0,0
211,576,00:23.04,0,0,0,0,0,0,0
